d_loss,d_acc,g_loss
0.6743922233581543,0.0,0.15121054649353027
0.6770190000534058,0.0,0.91804039478302
0.8799560666084291,0.5,0.4566468894481659
0.5548046827316284,0.0,0.2258155643939972
0.5348547697067261,0.0,0.17656627297401428
0.5332711935043335,0.0,0.3016919493675232
0.4875959157943726,0.5,0.6808031797409058
0.4844213128089905,0.5,0.3642197847366333
0.34716910123825073,0.5,0.13313159346580505
0.2537958025932312,0.5,0.6308763027191162
0.2669942080974579,0.5,0.0005475599318742752
0.4041789174079895,0.5,3.156390084768645e-05
0.6077234745025635,0.46875,0.0005906721926294267
0.3031052350997925,0.5,0.043022431433200836
0.3101381361484528,0.5,0.0057276636362075814
0.20874491333961487,0.5,0.003321819007396698
0.24756744503974915,0.5,0.006764383986592293
0.2908255457878113,0.5,0.04361429810523987
0.18443737924098969,0.5,0.19023333489894867
0.17859432101249695,0.5,0.3906310796737671
0.21985113620758054,0.5,0.4422843456268311
0.230326309800148,0.5,0.3908334970474243
0.2112773358821869,0.5,0.2935022711753845
0.18351837992668152,0.5,0.19031906127929688
0.16571909189224246,0.5,0.11631227284669875
0.16517308354377747,0.5,0.07404082268476486
0.17554937303066254,0.5,0.05980866402387619
0.18419575691223145,0.5,0.06691795587539673
0.1829652190208435,0.5,0.09812979400157927
0.1735517978668213,0.5,0.1632106900215149
0.16474702954292295,0.5,0.2668281197547913
0.1660832166671753,0.5,0.3633377850055695
0.1759951412677765,0.5,0.3657033741474152
0.17552585899829865,0.5,0.2912603616714477
0.1664458066225052,0.5,0.21273797750473025
0.16378268599510193,0.5,0.1606978476047516
0.16717427968978882,0.5,0.13622388243675232
0.170489564538002,0.5,0.13629920780658722
0.1702447533607483,0.5,0.15606415271759033
0.16701900959014893,0.5,0.1908900886774063
0.16392077505588531,0.5,0.2346284687519073
0.16359665989875793,0.5,0.2696087956428528
0.16562707722187042,0.5,0.2817698121070862
0.16712912917137146,0.5,0.26846861839294434
0.16635343432426453,0.5,0.23493878543376925
0.1643436849117279,0.5,0.1970149278640747
0.16313275694847107,0.5,0.1644848883152008
0.16346627473831174,0.5,0.14174982905387878
0.16453894972801208,0.5,0.13328222930431366
0.1651269495487213,0.5,0.13328352570533752
0.16508105397224426,0.5,0.1471967101097107
0.16371631622314453,0.5,0.1630305051803589
0.16327255964279175,0.5,0.18055212497711184
0.16379831731319427,0.5,0.19205743074417114
0.16470178961753845,0.5,0.18652796745300293
0.16523516178131106,0.5,0.1733163595199585
0.16466990113258362,0.5,0.1576232761144638
0.165157288312912,0.5,0.1433776617050171
0.16514526307582855,0.5,0.138401597738266
0.16595715284347534,0.5,0.14259633421897888
0.16406959295272827,0.5,0.14918285608291626
0.16434144973754886,0.5,0.1411101073026657
0.16429704427719116,0.5,0.12757274508476255
0.16414588689804074,0.5,0.11943551898002625
0.16359174251556394,0.5,0.10116305947303772
0.16453690826892853,0.5,0.09913042932748796
0.1641334593296051,0.5,0.11539237201213835
0.164141446352005,0.5,0.1236969828605652
0.16512930393218994,0.5,0.07483712583780289
0.17051787674427032,0.5,0.32558149099349976
0.2065916657447815,0.5,0.005922805517911911
1.6149725914001465,0.0,0.05481673777103424
0.9084346294403076,0.0546875,2.5249876976013184
0.412523478269577,0.5,1.2843296527862549
0.32018017768859863,0.5,1.3444688320159912
0.4346763491630554,0.5,1.5701088905334473
0.4730225205421448,0.4921875,1.7122750282287598
0.4802510142326355,0.5,1.446838140487671
0.5283825397491455,0.484375,1.073517680168152
0.5775190591812134,0.375,0.8275259733200073
0.5454260110855103,0.375,0.7855031490325928
0.5361055135726929,0.328125,0.9138959646224976
0.4231866002082825,0.46875,1.0047287940979004
0.3283661007881165,0.484375,1.510847091674805
0.2614925801753998,0.4921875,1.7981930971145632
0.2677762806415558,0.484375,2.667593002319336
0.25297266244888306,0.4921875,2.930892944335937
0.3383187055587769,0.453125,5.931143760681152
0.8358300924301147,0.453125,0.07159984111785889
1.461082935333252,0.15625,8.99631118774414
1.6528170108795166,0.453125,1.7209917306900024
0.7476793527603149,0.3359375,2.0448238849639893
0.5814037322998047,0.34375,3.77521538734436
0.3352308869361877,0.4453125,5.5442543029785165
0.7874519228935242,0.5,2.930309772491455
0.30842044949531555,0.5,2.672088146209717
0.27589628100395197,0.4921875,2.68713927268982
0.3096451759338379,0.4765625,4.423778533935547
0.3924501240253449,0.4609375,3.721067190170288
0.36288076639175415,0.453125,2.756741523742676
0.4694978892803192,0.4296875,3.9920825958251953
0.4289728403091431,0.4375,2.616919994354248
0.31510332226753235,0.4453125,3.363253355026245
0.3144912123680115,0.484375,1.5429449081420898
0.4586943686008453,0.3515625,9.894537925720217
1.7735731601715088,0.5,1.2738265991210938
0.5298480391502379,0.328125,1.3626258373260498
0.4540882706642151,0.3671875,5.637205600738525
0.4774265289306641,0.5,6.128130912780763
0.4920896291732788,0.5,3.619583129882813
0.25399065017700195,0.484375,1.8426730632781985
0.34112119674682617,0.453125,1.889305591583252
0.3540836572647095,0.4375,3.1352930068969727
0.2865091562271118,0.4765625,4.794304847717285
0.29030704498291016,0.484375,5.553953170776367
0.39117687940597534,0.484375,5.156613349914551
0.4695823192596436,0.421875,4.257391929626465
0.5126551985740662,0.390625,2.9120175838470463
0.5301932692527771,0.34375,2.9316072463989262
0.3246798813343048,0.4453125,4.205928325653076
0.2758669257164001,0.4921875,6.709468364715576
0.4326969981193543,0.5,4.288461685180663
0.252873569726944,0.4765625,3.31226110458374
0.2747758626937866,0.46875,3.544788360595703
0.2762035131454468,0.484375,4.593034744262695
0.2438897639513016,0.5,5.666309833526611
0.2656861245632172,0.5,6.123811721801758
0.2996740937232971,0.5,5.551233291625977
0.2566966116428375,0.5,3.6308131217956543
0.2479200661182404,0.5,2.4619507789611816
0.29027289152145386,0.4921875,3.1332213878631587
0.2346210181713104,0.5,4.379735469818115
0.240839958190918,0.5,4.901596546173097
0.25815019011497503,0.5,4.162944793701172
0.22292238473892206,0.5,2.9670701026916504
0.2286871820688248,0.5,2.856457233428955
0.22895020246505735,0.5,3.7474637031555176
0.2109358310699463,0.5,4.901885986328125
0.2124150395393372,0.5,5.387251853942871
0.21920651197433472,0.5,4.905488014221191
0.2044641077518463,0.5,4.174384593963623
0.20347118377685547,0.5,3.7851617336273193
0.2086738646030426,0.5,4.155375003814696
0.2045174539089203,0.5,4.9747467041015625
0.201173335313797,0.5,5.530576705932617
0.2070012986660004,0.5,5.064308166503906
0.19820573925971985,0.5,4.37218189239502
0.201590359210968,0.5,3.9797649383544917
0.2008540481328964,0.5,4.4799346923828125
0.19032616913318634,0.5,4.924613952636719
0.1933387815952301,0.5,5.351124286651611
0.19704121351242065,0.5,4.825767993927002
0.19431255757808685,0.5,4.407625675201416
0.19028063118457794,0.5,4.2621660232543945
0.1873861849308014,0.5,4.3933091163635245
0.18967583775520325,0.5,4.724964141845703
0.18592947721481326,0.5,4.843264102935791
